"","HUC_12","Terrestrial_Acres","Rare_Acres","Protected_Rare_Acres","Percent_of_HUC_Rare","Percent_Rare_Area_Protected"
"41920",50200010706,18856,0,NA,0,NA
"41921",110100090201,18856,0,NA,0,NA
"41922",170101010607,18856,0,NA,0,NA
"41923",160600130201,18856,0,NA,0,NA
"41924",103001010307,18857,0,NA,0,NA
"41925",51001011306,18857,0,NA,0,NA
"41926",70500010509,18857,0,NA,0,NA
"41927",140500020508,18858,0,NA,0,NA
"41928",170402060603,18859,0,NA,0,NA
"41929",160600040705,18859,0,NA,0,NA
"41930",70900031602,18860,0,NA,0,NA
"41931",102100080104,18860,0,NA,0,NA
"41932",20802040202,18861,0,NA,0,NA
"41933",10200030204,18861,0,NA,0,NA
"41934",140200060209,18862,0,NA,0,NA
"41935",60400020103,18863,0,NA,0,NA
"41936",70900050707,18863,0,NA,0,NA
"41937",140600080304,18863,0,NA,0,NA
"41938",110100030905,18864,0,NA,0,NA
"41939",60101030101,18864,0,NA,0,NA
"41940",40802040405,18865,0,NA,0,NA
"41941",101800130401,18865,0,NA,0,NA
"41942",170200050104,18865,0,NA,0,NA
"41943",100600021601,18866,0,NA,0,NA
"41944",41000040302,18866,0,NA,0,NA
"41945",160202020401,18866,0,NA,0,NA
"41946",101800060901,18866,0,NA,0,NA
"41947",140802010407,18867,0,NA,0,NA
"41948",80702020503,18867,0,NA,0,NA
"41949",50400020303,18868,0,NA,0,NA
"41950",70802010103,18868,0,NA,0,NA
"41951",121101110101,18868,0,NA,0,NA
"41952",30101010302,18868,0,NA,0,NA
"41953",71000070104,18868,0,NA,0,NA
"41954",160300050202,18869,0,NA,0,NA
"41955",160402030202,18869,0,NA,0,NA
"41956",100500120702,18869,0,NA,0,NA
"41957",171002020601,18869,0,NA,0,NA
"41958",101402010206,18870,0,NA,0,NA
"41959",130700011005,18870,0,NA,0,NA
"41960",51202060303,18871,0,NA,0,NA
"41961",111401070207,18871,0,NA,0,NA
"41962",130500041106,18871,0,NA,0,NA
"41963",51201120801,18872,0,NA,0,NA
"41964",50500050806,18872,0,NA,0,NA
"41965",110100011401,18873,0,NA,0,NA
"41966",40302021906,18873,0,NA,0,NA
"41967",90100050803,18874,0,NA,0,NA
"41968",180200021305,18874,0,NA,0,NA
"41969",51201090602,18874,0,NA,0,NA
"41970",80202020203,18875,0,NA,0,NA
"41971",180300100403,18875,0,NA,0,NA
"41972",50200010305,18875,0,NA,0,NA
"41973",111003030507,18875,0,NA,0,NA
"41974",31602040201,18876,0,NA,0,NA
"41975",100402010205,18876,0,NA,0,NA
"41976",110100140203,18876,0,NA,0,NA
"41977",90202050504,18877,0,NA,0,NA
"41978",100500140101,18877,0,NA,0,NA
"41979",160101010603,18877,0,NA,0,NA
"41980",20700010508,18877,0,NA,0,NA
"41981",101000040103,18878,0,NA,0,NA
"41982",110200100701,18878,0,NA,0,NA
"41983",101800140504,18879,0,NA,0,NA
"41984",150100110105,18879,0,NA,0,NA
"41985",50702030405,18880,0,NA,0,NA
"41986",100901020603,18883,0,NA,0,NA
"41987",41000070204,18883,0,NA,0,NA
"41988",20402020203,18884,0,NA,0,NA
"41989",40301080407,18884,0,NA,0,NA
"41990",70102050502,18884,0,NA,0,NA
"41991",90202010705,18884,0,NA,0,NA
"41992",40500030404,18884,0,NA,0,NA
"41993",170601010101,18884,0,NA,0,NA
"41994",140600040702,18884,0,NA,0,NA
"41995",50800011806,18885,0,NA,0,NA
"41996",102400130404,18885,0,NA,0,NA
"41997",140401080102,18886,0,NA,0,NA
"41998",60400040105,18887,0,NA,0,NA
"41999",120903010504,18887,0,NA,0,NA
"42000",150602010501,18887,0,NA,0,NA
"42001",160600091004,18888,0,NA,0,NA
"42002",31401060507,18889,0,NA,0,NA
"42003",110100140706,18889,0,NA,0,NA
"42004",102801031503,18889,0,NA,0,NA
"42005",120302020708,18889,0,NA,0,NA
"42006",160401080103,18889,0,NA,0,NA
"42007",80402050203,18890,0,NA,0,NA
"42008",51201110802,18890,0,NA,0,NA
"42009",41503050102,18890,0,NA,0,NA
"42010",160300020506,18890,0,NA,0,NA
"42011",90201070505,18891,0,NA,0,NA
"42012",130202100606,18891,0,NA,0,NA
"42013",110200020802,18891,0,NA,0,NA
"42014",80402040504,18891,0,NA,0,NA
"42015",100800030109,18891,0,NA,0,NA
"42016",170402180607,18891,0,NA,0,NA
"42017",102100050205,18891,0,NA,0,NA
"42018",120301010503,18892,0,NA,0,NA
"42019",40202010109,18892,0,NA,0,NA
"42020",41503030403,18892,0,NA,0,NA
"42021",150100150707,18892,0,NA,0,NA
"42022",71000050204,18893,0,NA,0,NA
"42023",30502030303,18894,0,NA,0,NA
"42024",100500020806,18894,0,NA,0,NA
"42025",70200120609,18894,0,NA,0,NA
"42026",180800031101,18894,0,NA,0,NA
"42027",170402080206,18895,0,NA,0,NA
"42028",31300040302,18895,0,NA,0,NA
"42029",110800050112,18895,0,NA,0,NA
"42030",170402061006,18895,0,NA,0,NA
"42031",80302050705,18895,0,NA,0,NA
"42032",180201250301,18896,0,NA,0,NA
"42033",70102040105,18896,0,NA,0,NA
"42034",160401010603,18896,0,NA,0,NA
"42035",50100010311,18896,0,NA,0,NA
"42036",100700060503,18896,0,NA,0,NA
"42037",111101030901,18897,0,NA,0,NA
"42038",31102040301,18897,0,NA,0,NA
"42039",50800030104,18897,0,NA,0,NA
"42040",160102010305,18899,0,NA,0,NA
"42041",50901040405,18899,0,NA,0,NA
"42042",180400030301,18899,0,NA,0,NA
"42043",102600150207,18899,0,NA,0,NA
"42044",70801020503,18900,0,NA,0,NA
"42045",150301050104,18900,0,NA,0,NA
"42046",130402080303,18900,0,NA,0,NA
"42047",80202020210,18900,0,NA,0,NA
"42048",140401060207,18900,0,NA,0,NA
"42049",130202031101,18900,0,NA,0,NA
"42050",140200050101,18900,0,NA,0,NA
"42051",101701010104,18902,0,NA,0,NA
"42052",20402050401,18902,0,NA,0,NA
"42053",71200070307,18903,0,NA,0,NA
"42054",40301080708,18903,0,NA,0,NA
"42055",140100030203,18903,0,NA,0,NA
"42056",51201061201,18903,0,NA,0,NA
"42057",101600040103,18904,0,NA,0,NA
"42058",30602030410,18904,0,NA,0,NA
"42059",51202030809,18905,0,NA,0,NA
"42060",40301100104,18906,0,NA,0,NA
"42061",31502011001,18906,0,NA,0,NA
"42062",10801060205,18906,0,NA,0,NA
"42063",51202050103,18906,0,NA,0,NA
"42064",140200020902,18907,0,NA,0,NA
"42065",51402010202,18908,0,NA,0,NA
"42066",120901040202,18909,0,NA,0,NA
"42067",180201580201,18910,0,NA,0,NA
"42068",150100130501,18910,0,NA,0,NA
"42069",103002000407,18910,0,NA,0,NA
"42070",103001010207,18911,0,NA,0,NA
"42071",71200011306,18912,0,NA,0,NA
"42072",100901010105,18912,0,NA,0,NA
"42073",102901020205,18912,0,NA,0,NA
"42074",160600080601,18912,0,NA,0,NA
"42075",160300080401,18912,0,NA,0,NA
"42076",111302010508,18912,0,NA,0,NA
"42077",130500030903,18912,0,NA,0,NA
"42078",110600050204,18912,0,NA,0,NA
"42079",101303060708,18913,0,NA,0,NA
"42080",102600070403,18913,0,NA,0,NA
"42081",170402160301,18913,0,NA,0,NA
"42082",171002050101,18913,0,NA,0,NA
"42083",150503010305,18913,0,NA,0,NA
"42084",170102100203,18914,0,NA,0,NA
"42085",60101080704,18914,0,NA,0,NA
"42086",150701020106,18914,0,NA,0,NA
"42087",80203030408,18914,0,NA,0,NA
"42088",120200010406,18914,0,NA,0,NA
"42089",101600110908,18915,0,NA,0,NA
"42090",110100010102,18915,0,NA,0,NA
"42091",80401020901,18915,0,NA,0,NA
"42092",171002020207,18915,0,NA,0,NA
"42093",60101030508,18915,0,NA,0,NA
"42094",100401011001,18916,0,NA,0,NA
"42095",170601010102,18916,0,NA,0,NA
"42096",140801011504,18916,0,NA,0,NA
"42097",20401050604,18916,0,NA,0,NA
"42098",31700070505,18916,0,NA,0,NA
"42099",180902040304,18916,0,NA,0,NA
"42100",170602060304,18916,0,NA,0,NA
"42101",80403030502,18916,0,NA,0,NA
"42102",170501021105,18916,0,NA,0,NA
"42103",101303061003,18917,0,NA,0,NA
"42104",101402020202,18917,0,NA,0,NA
"42105",100301021302,18917,0,NA,0,NA
"42106",70300010206,18918,0,NA,0,NA
"42107",180902031201,18918,0,NA,0,NA
"42108",101600080409,18918,0,NA,0,NA
"42109",50800030803,18918,0,NA,0,NA
"42110",102100010803,18919,0,NA,0,NA
"42111",101000050905,18919,0,NA,0,NA
"42112",10100041005,18920,0,NA,0,NA
"42113",101303030405,18920,0,NA,0,NA
"42114",10400020908,18920,0,NA,0,NA
"42115",101301021503,18920,0,NA,0,NA
"42116",101800110205,18921,0,NA,0,NA
"42117",90203060203,18922,0,NA,0,NA
"42118",101301051603,18922,0,NA,0,NA
"42119",102600150605,18922,0,NA,0,NA
"42120",170501020408,18922,0,NA,0,NA
"42121",130202070503,18923,0,NA,0,NA
"42122",110701040205,18923,0,NA,0,NA
"42123",130201010801,18924,0,NA,0,NA
"42124",80102070601,18924,0,NA,0,NA
"42125",150801010501,18925,0,NA,0,NA
"42126",70200120302,18925,0,NA,0,NA
"42127",101000010304,18925,0,NA,0,NA
"42128",41201020103,18925,0,NA,0,NA
"42129",31601030106,18926,0,NA,0,NA
"42130",20501030505,18926,0,NA,0,NA
"42131",111102030102,18926,0,NA,0,NA
"42132",111003031002,18927,0,NA,0,NA
"42133",20503060801,18927,0,NA,0,NA
"42134",181001005405,18927,0,NA,0,NA
"42135",140700070201,18927,0,NA,0,NA
"42136",101800080202,18927,0,NA,0,NA
"42137",41401020602,18927,0,NA,0,NA
"42138",31602031103,18927,0,NA,0,NA
"42139",20402060401,18928,0,NA,0,NA
"42140",101500040307,18928,0,NA,0,NA
"42141",102702010201,18929,0,NA,0,NA
"42142",31401030406,18929,0,NA,0,NA
"42143",70600060203,18930,0,NA,0,NA
"42144",160503020203,18930,0,NA,0,NA
"42145",140801030604,18931,0,NA,0,NA
"42146",110600050703,18931,0,NA,0,NA
"42147",51202010102,18931,0,NA,0,NA
"42148",160203080804,18931,0,NA,0,NA
"42149",101800080902,18931,0,NA,0,NA
"42150",60300020306,18932,0,NA,0,NA
"42151",160102030209,18932,0,NA,0,NA
"42152",71402010602,18933,0,NA,0,NA
"42153",102400030405,18933,0,NA,0,NA
"42154",31300040402,18934,0,NA,0,NA
"42155",140402000304,18934,0,NA,0,NA
"42156",50800030604,18935,0,NA,0,NA
"42157",180400120901,18935,0,NA,0,NA
"42158",140700030103,18935,0,NA,0,NA
"42159",70500010202,18935,0,NA,0,NA
"42160",111302060503,18936,0,NA,0,NA
"42161",170501011002,18936,0,NA,0,NA
"42162",101303061404,18937,0,NA,0,NA
"42163",40500050102,18937,0,NA,0,NA
"42164",100402011805,18937,0,NA,0,NA
"42165",50100020205,18937,0,NA,0,NA
"42166",60102020504,18938,0,NA,0,NA
"42167",100301030207,18938,0,NA,0,NA
"42168",170501040104,18938,0,NA,0,NA
"42169",100200080703,18939,0,NA,0,NA
"42170",101303060409,18939,0,NA,0,NA
"42171",70801050902,18939,0,NA,0,NA
"42172",41503020603,18939,0,NA,0,NA
"42173",102300040406,18940,0,NA,0,NA
"42174",31700010602,18940,0,NA,0,NA
"42175",40500040305,18940,0,NA,0,NA
"42176",100301030301,18941,0,NA,0,NA
"42177",140700060702,18942,0,NA,0,NA
"42178",101303030403,18943,0,NA,0,NA
"42179",20403010609,18943,0,NA,0,NA
"42180",41000120503,18944,0,NA,0,NA
"42181",130600010603,18944,0,NA,0,NA
"42182",20501010502,18944,0,NA,0,NA
"42183",60400020704,18944,0,NA,0,NA
"42184",111102020803,18944,0,NA,0,NA
"42185",31102021201,18945,0,NA,0,NA
"42186",140401071010,18945,0,NA,0,NA
"42187",51201030302,18946,0,NA,0,NA
"42188",101000012403,18946,0,NA,0,NA
"42189",51201130103,18947,0,NA,0,NA
"42190",102002010303,18947,0,NA,0,NA
"42191",70900031604,18948,0,NA,0,NA
"42192",70900070401,18948,0,NA,0,NA
"42193",50200030201,18948,0,NA,0,NA
"42194",140700010206,18949,0,NA,0,NA
"42195",160402011004,18949,0,NA,0,NA
"42196",80402070103,18949,0,NA,0,NA
"42197",100600061504,18950,0,NA,0,NA
"42198",130302010203,18950,0,NA,0,NA
"42199",140700010603,18950,0,NA,0,NA
"42200",101201030502,18951,0,NA,0,NA
"42201",180902081405,18951,0,NA,0,NA
"42202",110100010802,18952,0,NA,0,NA
"42203",130402010605,18952,0,NA,0,NA
"42204",120601010804,18952,0,NA,0,NA
"42205",80402060906,18952,0,NA,0,NA
"42206",181001004901,18953,0,NA,0,NA
"42207",51402040504,18953,0,NA,0,NA
"42208",150100100702,18954,0,NA,0,NA
"42209",51201030509,18954,0,NA,0,NA
"42210",71100080103,18954,0,NA,0,NA
"42211",180300040101,18954,0,NA,0,NA
"42212",100902100301,18954,0,NA,0,NA
"42213",111302030401,18954,0,NA,0,NA
"42214",150702011501,18954,0,NA,0,NA
"42215",31300100704,18954,0,NA,0,NA
"42216",110200091503,18955,0,NA,0,NA
"42217",51201120804,18955,0,NA,0,NA
"42218",102500030502,18955,0,NA,0,NA
"42219",31300030603,18955,0,NA,0,NA
"42220",51301080903,18956,0,NA,0,NA
"42221",40500010302,18957,0,NA,0,NA
"42222",110200011002,18957,0,NA,0,NA
"42223",180201560303,18957,0,NA,0,NA
"42224",110600040606,18957,0,NA,0,NA
"42225",80500010801,18957,0,NA,0,NA
"42226",140700011204,18957,0,NA,0,NA
"42227",160300010402,18957,0,NA,0,NA
"42228",40500030803,18958,0,NA,0,NA
"42229",130302010601,18958,0,NA,0,NA
"42230",10600020501,18959,0,NA,0,NA
"42231",121101090404,18959,0,NA,0,NA
"42232",31602030203,18961,0,NA,0,NA
"42233",101600031904,18962,0,NA,0,NA
"42234",110800030202,18962,0,NA,0,NA
"42235",170501130902,18962,0,NA,0,NA
"42236",101500041107,18963,0,NA,0,NA
"42237",80402030901,18963,0,NA,0,NA
"42238",100401031408,18964,0,NA,0,NA
"42239",170602030803,18964,0,NA,0,NA
"42240",111302080301,18964,0,NA,0,NA
"42241",50800020705,18964,0,NA,0,NA
"42242",60102070302,18965,0,NA,0,NA
"42243",50301010303,18965,0,NA,0,NA
"42244",130402090304,18965,0,NA,0,NA
"42245",140401070208,18965,0,NA,0,NA
"42246",120702010403,18966,0,NA,0,NA
"42247",101800080402,18966,0,NA,0,NA
"42248",70801030601,18966,0,NA,0,NA
"42249",70200070101,18966,0,NA,0,NA
"42250",30602030405,18966,0,NA,0,NA
"42251",80203030207,18967,0,NA,0,NA
"42252",180902020803,18968,0,NA,0,NA
"42253",130302021205,18968,0,NA,0,NA
"42254",111003030405,18969,0,NA,0,NA
"42255",80402010802,18969,0,NA,0,NA
"42256",40500040608,18969,0,NA,0,NA
"42257",130700060103,18969,0,NA,0,NA
"42258",120200010302,18970,0,NA,0,NA
"42259",150200060103,18971,0,NA,0,NA
"42260",100200080701,18972,0,NA,0,NA
"42261",111302090105,18972,0,NA,0,NA
"42262",51002040401,18973,0,NA,0,NA
"42263",140500010102,18973,0,NA,0,NA
"42264",150100030807,18974,0,NA,0,NA
"42265",101800140702,18974,0,NA,0,NA
"42266",102600100305,18974,0,NA,0,NA
"42267",110800030308,18975,0,NA,0,NA
"42268",40500011708,18975,0,NA,0,NA
"42269",90203140402,18976,0,NA,0,NA
"42270",110701010102,18976,0,NA,0,NA
"42271",71300060202,18976,0,NA,0,NA
"42272",10200050407,18977,0,NA,0,NA
"42273",40500040611,18977,0,NA,0,NA
"42274",120601020203,18977,0,NA,0,NA
"42275",100200030201,18977,0,NA,0,NA
"42276",50901030405,18978,0,NA,0,NA
"42277",100800070201,18978,0,NA,0,NA
"42278",51302010402,18978,0,NA,0,NA
"42279",20503030105,18978,0,NA,0,NA
"42280",71300050105,18980,0,NA,0,NA
"42281",31601080103,18980,0,NA,0,NA
"42282",180902080403,18980,0,NA,0,NA
"42283",102500080208,18981,0,NA,0,NA
"42284",51401040501,18981,0,NA,0,NA
"42285",170102130602,18982,0,NA,0,NA
"42286",160402020507,18982,0,NA,0,NA
"42287",101302050803,18982,0,NA,0,NA
"42288",111302030303,18982,0,NA,0,NA
"42289",103001040105,18982,0,NA,0,NA
"42290",100600061003,18983,0,NA,0,NA
"42291",71300100901,18983,0,NA,0,NA
"42292",31200030201,18983,0,NA,0,NA
"42293",50100060704,18984,0,NA,0,NA
"42294",20401020101,18984,0,NA,0,NA
"42295",40500010606,18984,0,NA,0,NA
"42296",30402040203,18985,0,NA,0,NA
"42297",20503060401,18985,0,NA,0,NA
"42298",140700010102,18985,0,NA,0,NA
"42299",51001020202,18985,0,NA,0,NA
"42300",170601060309,18986,0,NA,0,NA
"42301",41401020203,18986,0,NA,0,NA
"42302",160401051103,18986,0,NA,0,NA
"42303",70101020301,18986,0,NA,0,NA
"42304",50800010703,18986,0,NA,0,NA
"42305",31402020601,18986,0,NA,0,NA
"42306",170102120101,18986,0,NA,0,NA
"42307",130700010906,18986,0,NA,0,NA
"42308",50800011101,18987,0,NA,0,NA
"42309",170501140702,18987,0,NA,0,NA
"42310",50100050903,18987,0,NA,0,NA
"42311",70801020402,18988,0,NA,0,NA
"42312",180901030207,18988,0,NA,0,NA
"42313",160203090206,18988,0,NA,0,NA
"42314",90203120601,18988,0,NA,0,NA
"42315",70700050801,18989,0,NA,0,NA
"42316",120100041104,18989,0,NA,0,NA
"42317",101102030405,18989,0,NA,0,NA
"42318",30402060501,18990,0,NA,0,NA
"42319",101301021007,18990,0,NA,0,NA
"42320",102300030104,18990,0,NA,0,NA
"42321",20502020302,18990,0,NA,0,NA
"42322",90201010302,18991,0,NA,0,NA
"42323",71300040302,18993,0,NA,0,NA
"42324",20200040502,18993,0,NA,0,NA
"42325",130700070501,18993,0,NA,0,NA
"42326",51202080804,18993,0,NA,0,NA
"42327",40102010404,18994,0,NA,0,NA
"42328",70200090604,18994,0,NA,0,NA
"42329",31300030703,18994,0,NA,0,NA
"42330",41000060403,18995,0,NA,0,NA
"42331",140802041608,18995,0,NA,0,NA
"42332",70200120704,18995,0,NA,0,NA
"42333",180300121903,18995,0,NA,0,NA
"42334",90202010401,18996,0,NA,0,NA
"42335",130600080403,18996,0,NA,0,NA
"42336",120901060306,18996,0,NA,0,NA
"42337",40801010401,18996,0,NA,0,NA
"42338",50302011005,18996,0,NA,0,NA
"42339",130700060403,18996,0,NA,0,NA
"42340",170602040706,18997,0,NA,0,NA
"42341",70200010604,18997,0,NA,0,NA
"42342",80801030105,18997,0,NA,0,NA
"42343",50302020604,18997,0,NA,0,NA
"42344",100800050108,18998,0,NA,0,NA
"42345",50200040502,18999,0,NA,0,NA
"42346",70802040501,18999,0,NA,0,NA
"42347",140801012003,19001,0,NA,0,NA
"42348",130800030202,19001,0,NA,0,NA
"42349",20403020201,19002,0,NA,0,NA
"42350",140401060502,19002,0,NA,0,NA
"42351",70300010605,19002,0,NA,0,NA
"42352",101201080205,19002,0,NA,0,NA
"42353",102901090207,19003,0,NA,0,NA
"42354",170502010607,19003,0,NA,0,NA
"42355",150100090110,19004,0,NA,0,NA
"42356",150503020206,19004,0,NA,0,NA
"42357",41300020403,19004,0,NA,0,NA
"42358",70300040303,19004,0,NA,0,NA
"42359",90201090604,19005,0,NA,0,NA
"42360",51302010601,19005,0,NA,0,NA
"42361",180300030601,19006,0,NA,0,NA
"42362",150602010205,19007,0,NA,0,NA
"42363",101000011005,19008,0,NA,0,NA
"42364",140801010204,19008,0,NA,0,NA
"42365",51100050105,19009,0,NA,0,NA
"42366",100902080206,19009,0,NA,0,NA
"42367",130202070608,19010,0,NA,0,NA
"42368",101201060507,19011,0,NA,0,NA
"42369",40700010104,19011,0,NA,0,NA
"42370",120800041002,19011,0,NA,0,NA
"42371",31401040104,19011,0,NA,0,NA
"42372",180201520102,19011,0,NA,0,NA
"42373",70300040105,19011,0,NA,0,NA
"42374",20401040604,19012,0,NA,0,NA
"42375",40802010606,19012,0,NA,0,NA
"42376",31402011203,19013,0,NA,0,NA
"42377",51301080704,19013,0,NA,0,NA
"42378",90201070101,19014,0,NA,0,NA
"42379",20401010605,19014,0,NA,0,NA
"42380",170602031003,19015,0,NA,0,NA
"42381",40802010302,19015,0,NA,0,NA
"42382",160600040503,19015,0,NA,0,NA
"42383",180201280204,19015,0,NA,0,NA
"42384",110100040408,19016,0,NA,0,NA
"42385",20501011104,19016,0,NA,0,NA
"42386",101600031807,19017,0,NA,0,NA
"42387",50500070705,19017,0,NA,0,NA
"42388",30602020204,19019,0,NA,0,NA
"42389",110902010309,19019,0,NA,0,NA
"42390",160203090403,19020,0,NA,0,NA
"42391",170501010303,19020,0,NA,0,NA
"42392",111302070103,19021,0,NA,0,NA
"42393",160300070308,19021,0,NA,0,NA
"42394",40302020105,19022,0,NA,0,NA
"42395",30602010510,19022,0,NA,0,NA
"42396",40102011003,19023,0,NA,0,NA
"42397",160300030406,19024,0,NA,0,NA
"42398",101702020601,19024,0,NA,0,NA
"42399",71402010101,19025,0,NA,0,NA
"42400",101402020402,19025,0,NA,0,NA
"42401",50901010702,19025,0,NA,0,NA
"42402",100800140501,19025,0,NA,0,NA
"42403",102600100101,19025,0,NA,0,NA
"42404",111101040612,19025,0,NA,0,NA
"42405",51401010806,19025,0,NA,0,NA
"42406",31102010904,19026,0,NA,0,NA
"42407",51402020103,19026,0,NA,0,NA
"42408",170102060406,19027,0,NA,0,NA
"42409",160201010306,19027,0,NA,0,NA
"42410",51201080510,19028,0,NA,0,NA
"42411",150200050104,19028,0,NA,0,NA
"42412",101000040104,19028,0,NA,0,NA
"42413",51201110303,19029,0,NA,0,NA
"42414",70101010306,19029,0,NA,0,NA
"42415",90203020609,19029,0,NA,0,NA
"42416",160502010103,19029,0,NA,0,NA
"42417",101301050206,19029,0,NA,0,NA
"42418",30502060102,19029,0,NA,0,NA
"42419",170501020403,19030,0,NA,0,NA
"42420",70101030204,19030,0,NA,0,NA
"42421",102001010803,19031,0,NA,0,NA
"42422",150200180105,19031,0,NA,0,NA
"42423",101701011003,19031,0,NA,0,NA
"42424",110300050404,19031,0,NA,0,NA
"42425",110200091603,19031,0,NA,0,NA
"42426",80401030908,19031,0,NA,0,NA
"42427",180201580205,19032,0,NA,0,NA
"42428",120601050101,19033,0,NA,0,NA
"42429",101800140201,19033,0,NA,0,NA
"42430",140100011101,19033,0,NA,0,NA
"42431",30601080206,19033,0,NA,0,NA
"42432",51001010302,19034,0,NA,0,NA
"42433",100700070302,19034,0,NA,0,NA
"42434",51002030502,19035,0,NA,0,NA
"42435",40900020103,19035,0,NA,0,NA
"42436",100302031201,19035,0,NA,0,NA
"42437",170501030401,19035,0,NA,0,NA
"42438",102500030306,19035,0,NA,0,NA
"42439",130600080404,19036,0,NA,0,NA
"42440",102400070108,19036,0,NA,0,NA
"42441",70101040605,19036,0,NA,0,NA
"42442",170602060701,19037,0,NA,0,NA
"42443",100902080306,19037,0,NA,0,NA
"42444",80402050603,19037,0,NA,0,NA
"42445",150200060706,19038,0,NA,0,NA
"42446",10802060102,19038,0,NA,0,NA
"42447",100301040202,19039,0,NA,0,NA
"42448",70200010503,19039,0,NA,0,NA
"42449",102702060704,19039,0,NA,0,NA
"42450",101600111702,19040,0,NA,0,NA
"42451",170402120203,19040,0,NA,0,NA
"42452",120602010608,19040,0,NA,0,NA
"42453",120500020408,19040,0,NA,0,NA
"42454",110300090407,19041,0,NA,0,NA
"42455",100301010405,19043,0,NA,0,NA
"42456",70300020406,19043,0,NA,0,NA
"42457",110100011104,19043,0,NA,0,NA
"42458",70101020503,19043,0,NA,0,NA
"42459",101600080504,19044,0,NA,0,NA
"42460",110500030205,19044,0,NA,0,NA
"42461",180902040701,19044,0,NA,0,NA
"42462",101800100103,19045,0,NA,0,NA
"42463",130800020108,19045,0,NA,0,NA
"42464",170101010903,19045,0,NA,0,NA
"42465",30300070404,19045,0,NA,0,NA
"42466",130700071005,19045,0,NA,0,NA
"42467",51002051509,19045,0,NA,0,NA
"42468",101301020806,19046,0,NA,0,NA
"42469",50500070201,19046,0,NA,0,NA
"42470",70101060202,19047,0,NA,0,NA
"42471",31502040105,19047,0,NA,0,NA
"42472",71300020103,19047,0,NA,0,NA
"42473",70500020504,19047,0,NA,0,NA
"42474",102702010503,19047,0,NA,0,NA
"42475",30202040202,19047,0,NA,0,NA
"42476",71300120108,19048,0,NA,0,NA
"42477",70400020802,19048,0,NA,0,NA
"42478",101600040301,19048,0,NA,0,NA
"42479",51402010403,19048,0,NA,0,NA
"42480",30402020306,19049,0,NA,0,NA
"42481",101800061005,19049,0,NA,0,NA
"42482",110600050704,19049,0,NA,0,NA
"42483",180400120202,19049,0,NA,0,NA
"42484",41402010503,19050,0,NA,0,NA
"42485",180902022004,19050,0,NA,0,NA
"42486",51201061101,19050,0,NA,0,NA
"42487",100200040104,19050,0,NA,0,NA
"42488",101101011703,19050,0,NA,0,NA
"42489",180300070304,19050,0,NA,0,NA
"42490",31300090102,19050,0,NA,0,NA
"42491",130301030205,19051,0,NA,0,NA
"42492",100200080505,19051,0,NA,0,NA
"42493",101000041602,19051,0,NA,0,NA
"42494",130600010907,19051,0,NA,0,NA
"42495",150602020613,19051,0,NA,0,NA
"42496",70101010104,19052,0,NA,0,NA
"42497",150100090209,19052,0,NA,0,NA
"42498",51202011310,19052,0,NA,0,NA
"42499",50302030202,19052,0,NA,0,NA
"42500",170102070305,19053,0,NA,0,NA
"42501",30602010707,19053,0,NA,0,NA
"42502",160300051105,19053,0,NA,0,NA
"42503",31501010103,19053,0,NA,0,NA
"42504",20503020602,19054,0,NA,0,NA
"42505",170701031104,19054,0,NA,0,NA
"42506",180201280504,19055,0,NA,0,NA
"42507",71402030504,19055,0,NA,0,NA
"42508",50600012003,19055,0,NA,0,NA
"42509",170900030504,19055,0,NA,0,NA
"42510",101701021402,19055,0,NA,0,NA
"42511",50600011903,19055,0,NA,0,NA
"42512",110200060701,19056,0,NA,0,NA
"42513",70802090402,19056,0,NA,0,NA
"42514",130600080606,19056,0,NA,0,NA
"42515",102500040809,19057,0,NA,0,NA
"42516",102600150204,19057,0,NA,0,NA
"42517",120701030304,19057,0,NA,0,NA
"42518",102400120901,19058,0,NA,0,NA
"42519",51002051310,19058,0,NA,0,NA
"42520",170501220101,19058,0,NA,0,NA
"42521",100800100901,19058,0,NA,0,NA
"42522",180300031601,19059,0,NA,0,NA
"42523",150200090107,19059,0,NA,0,NA
"42524",90201050604,19061,0,NA,0,NA
"42525",71402020601,19061,0,NA,0,NA
"42526",160401040306,19061,0,NA,0,NA
"42527",90203060603,19061,0,NA,0,NA
"42528",30701020506,19062,0,NA,0,NA
"42529",102901040501,19062,0,NA,0,NA
"42530",60200010103,19063,0,NA,0,NA
"42531",20700050102,19063,0,NA,0,NA
"42532",30602030203,19063,0,NA,0,NA
"42533",130403010102,19064,0,NA,0,NA
"42534",60400060402,19064,0,NA,0,NA
"42535",102801010602,19064,0,NA,0,NA
"42536",20503040301,19064,0,NA,0,NA
"42537",101701010302,19064,0,NA,0,NA
"42538",140401050802,19066,0,NA,0,NA
"42539",41000110604,19067,0,NA,0,NA
"42540",90100070906,19067,0,NA,0,NA
"42541",10100020504,19068,0,NA,0,NA
"42542",170501210401,19068,0,NA,0,NA
"42543",150501000208,19069,0,NA,0,NA
"42544",150601020105,19069,0,NA,0,NA
"42545",70400020301,19070,0,NA,0,NA
"42546",140801070212,19070,0,NA,0,NA
"42547",170103020302,19071,0,NA,0,NA
"42548",120701030402,19071,0,NA,0,NA
"42549",111002030103,19071,0,NA,0,NA
"42550",50400060409,19071,0,NA,0,NA
"42551",130201010204,19072,0,NA,0,NA
"42552",111102010503,19073,0,NA,0,NA
