"","HUC_12","Terrestrial_Acres","Rare_Acres","Protected_Rare_Acres","Percent_of_HUC_Rare","Percent_Rare_Area_Protected"
"20633",102400030701,11163,0,NA,0,NA
"20634",40301060409,11163,0,NA,0,NA
"20635",40500060701,11166,0,NA,0,NA
"20636",130302021804,11166,0,NA,0,NA
"20637",51202020306,11167,0,NA,0,NA
"20638",101900140304,11167,0,NA,0,NA
"20639",160202040304,11167,0,NA,0,NA
"20640",51201060409,11167,0,NA,0,NA
"20641",160600080901,11167,0,NA,0,NA
"20642",10100020710,11168,0,NA,0,NA
"20643",31700091002,11168,0,NA,0,NA
"20644",170501130506,11169,0,NA,0,NA
"20645",110200020101,11169,0,NA,0,NA
"20646",20502040101,11169,0,NA,0,NA
"20647",80401030505,11169,0,NA,0,NA
"20648",171001030301,11170,0,NA,0,NA
"20649",70102040103,11170,0,NA,0,NA
"20650",31501041604,11170,0,NA,0,NA
"20651",170602080605,11171,0,NA,0,NA
"20652",70400010704,11171,0,NA,0,NA
"20653",90100080902,11172,0,NA,0,NA
"20654",40601060302,11172,0,NA,0,NA
"20655",10700030102,11172,0,NA,0,NA
"20656",51402060505,11173,0,NA,0,NA
"20657",41100010107,11173,0,NA,0,NA
"20658",51201040507,11173,0,NA,0,NA
"20659",71200010105,11174,0,NA,0,NA
"20660",40601040201,11174,0,NA,0,NA
"20661",121101090405,11174,0,NA,0,NA
"20662",50702040102,11175,0,NA,0,NA
"20663",51002040504,11175,0,NA,0,NA
"20664",71402040902,11175,0,NA,0,NA
"20665",150100090204,11175,0,NA,0,NA
"20666",111403010207,11176,0,NA,0,NA
"20667",150100030701,11176,0,NA,0,NA
"20668",71401060306,11176,0,NA,0,NA
"20669",101702031502,11176,0,NA,0,NA
"20670",51202011108,11177,0,NA,0,NA
"20671",60400050804,11177,0,NA,0,NA
"20672",170602090504,11178,0,NA,0,NA
"20673",80302060202,11178,0,NA,0,NA
"20674",100200071402,11178,0,NA,0,NA
"20675",170602011002,11178,0,NA,0,NA
"20676",101102030602,11178,0,NA,0,NA
"20677",51201111503,11178,0,NA,0,NA
"20678",20502010505,11179,0,NA,0,NA
"20679",110200060403,11179,0,NA,0,NA
"20680",120200050801,11179,0,NA,0,NA
"20681",130402110205,11179,0,NA,0,NA
"20682",101701010602,11180,0,NA,0,NA
"20683",102500030203,11180,0,NA,0,NA
"20684",180902021901,11180,0,NA,0,NA
"20685",111001020107,11181,0,NA,0,NA
"20686",150503020304,11182,0,NA,0,NA
"20687",40802030302,11182,0,NA,0,NA
"20688",160203010804,11182,0,NA,0,NA
"20689",101500060408,11182,0,NA,0,NA
"20690",70101080106,11182,0,NA,0,NA
"20691",160600051101,11183,0,NA,0,NA
"20692",160202020402,11183,0,NA,0,NA
"20693",30402020401,11184,0,NA,0,NA
"20694",101000011306,11184,0,NA,0,NA
"20695",150100030804,11184,0,NA,0,NA
"20696",70801020101,11185,0,NA,0,NA
"20697",170800010701,11185,0,NA,0,NA
"20698",110901050604,11185,0,NA,0,NA
"20699",20503010903,11186,0,NA,0,NA
"20700",51002030602,11186,0,NA,0,NA
"20701",170501140101,11186,0,NA,0,NA
"20702",170101020403,11186,0,NA,0,NA
"20703",71200030304,11187,0,NA,0,NA
"20704",102802010101,11187,0,NA,0,NA
"20705",51202060202,11188,0,NA,0,NA
"20706",31403010102,11188,0,NA,0,NA
"20707",50600010401,11188,0,NA,0,NA
"20708",70802070310,11188,0,NA,0,NA
"20709",50302020303,11188,0,NA,0,NA
"20710",70500070503,11188,0,NA,0,NA
"20711",80102020301,11189,0,NA,0,NA
"20712",150301010201,11190,0,NA,0,NA
"20713",30702040302,11190,0,NA,0,NA
"20714",20401050301,11190,0,NA,0,NA
"20715",40900050403,11191,0,NA,0,NA
"20716",100402020704,11191,0,NA,0,NA
"20717",30402080104,11191,0,NA,0,NA
"20718",111301010405,11191,0,NA,0,NA
"20719",70600060706,11191,0,NA,0,NA
"20720",51402020102,11192,0,NA,0,NA
"20721",90300010606,11193,0,NA,0,NA
"20722",51202030811,11193,0,NA,0,NA
"20723",120301020104,11194,0,NA,0,NA
"20724",150200070501,11194,0,NA,0,NA
"20725",20200040802,11194,0,NA,0,NA
"20726",50301060106,11194,0,NA,0,NA
"20727",170602080408,11195,0,NA,0,NA
"20728",180902020806,11195,0,NA,0,NA
"20729",170102130302,11196,0,NA,0,NA
"20730",130100040102,11196,0,NA,0,NA
"20731",51100030405,11196,0,NA,0,NA
"20732",110200091604,11196,0,NA,0,NA
"20733",20402030601,11196,0,NA,0,NA
"20734",31200030802,11196,0,NA,0,NA
"20735",160402020301,11196,0,NA,0,NA
"20736",40802010503,11197,0,NA,0,NA
"20737",170402110406,11197,0,NA,0,NA
"20738",40900030204,11198,0,NA,0,NA
"20739",101800090804,11198,0,NA,0,NA
"20740",41503010201,11198,0,NA,0,NA
"20741",20501061203,11198,0,NA,0,NA
"20742",101000042207,11198,0,NA,0,NA
"20743",180201630603,11199,0,NA,0,NA
"20744",80802040307,11199,0,NA,0,NA
"20745",50100061101,11201,0,NA,0,NA
"20746",50800020203,11201,0,NA,0,NA
"20747",80102010302,11201,0,NA,0,NA
"20748",70500060504,11202,0,NA,0,NA
"20749",150503020205,11202,0,NA,0,NA
"20750",130100020303,11202,0,NA,0,NA
"20751",170501230101,11203,0,NA,0,NA
"20752",170402130507,11203,0,NA,0,NA
"20753",111401010406,11204,0,NA,0,NA
"20754",150602020202,11204,0,NA,0,NA
"20755",50902031008,11204,0,NA,0,NA
"20756",111002020303,11205,0,NA,0,NA
"20757",20403010703,11205,0,NA,0,NA
"20758",102702060403,11205,0,NA,0,NA
"20759",70400030309,11205,0,NA,0,NA
"20760",160502020401,11206,0,NA,0,NA
"20761",80802040305,11208,0,NA,0,NA
"20762",102500040306,11208,0,NA,0,NA
"20763",120500070607,11209,0,NA,0,NA
"20764",31300071003,11209,0,NA,0,NA
"20765",20502061101,11209,0,NA,0,NA
"20766",160300010101,11210,0,NA,0,NA
"20767",111003030708,11210,0,NA,0,NA
"20768",170703020604,11211,0,NA,0,NA
"20769",170102030502,11212,0,NA,0,NA
"20770",120301020404,11212,0,NA,0,NA
"20771",101101013404,11212,0,NA,0,NA
"20772",100200011205,11214,0,NA,0,NA
"20773",51402020301,11214,0,NA,0,NA
"20774",160401030104,11214,0,NA,0,NA
"20775",41503040303,11215,0,NA,0,NA
"20776",31102060303,11217,0,NA,0,NA
"20777",30300040702,11217,0,NA,0,NA
"20778",31700080603,11217,0,NA,0,NA
"20779",20402050304,11217,0,NA,0,NA
"20780",120301080102,11218,0,NA,0,NA
"20781",150200020503,11219,0,NA,0,NA
"20782",180201590102,11220,0,NA,0,NA
"20783",51201061309,11220,0,NA,0,NA
"20784",80102080511,11220,0,NA,0,NA
"20785",30300060403,11220,0,NA,0,NA
"20786",51201080608,11221,0,NA,0,NA
"20787",111201010101,11221,0,NA,0,NA
"20788",20200020502,11222,0,NA,0,NA
"20789",40301080405,11222,0,NA,0,NA
"20790",90203090103,11223,0,NA,0,NA
"20791",31403030404,11224,0,NA,0,NA
"20792",71200020501,11224,0,NA,0,NA
"20793",70500060508,11225,0,NA,0,NA
"20794",170402200303,11225,0,NA,0,NA
"20795",140500070801,11225,0,NA,0,NA
"20796",170602010105,11226,0,NA,0,NA
"20797",110800050101,11226,0,NA,0,NA
"20798",140100040903,11226,0,NA,0,NA
"20799",121101070404,11227,0,NA,0,NA
"20800",170703010401,11227,0,NA,0,NA
"20801",60101080401,11227,0,NA,0,NA
"20802",40102010501,11228,0,NA,0,NA
"20803",50400010308,11228,0,NA,0,NA
"20804",140300010502,11228,0,NA,0,NA
"20805",20402030607,11229,0,NA,0,NA
"20806",20802010204,11229,0,NA,0,NA
"20807",30300070608,11229,0,NA,0,NA
"20808",160300060903,11230,0,NA,0,NA
"20809",60200021202,11231,0,NA,0,NA
"20810",170501050503,11231,0,NA,0,NA
"20811",170402140201,11231,0,NA,0,NA
"20812",20502020309,11232,0,NA,0,NA
"20813",150100110201,11232,0,NA,0,NA
"20814",70700031004,11232,0,NA,0,NA
"20815",80202040703,11232,0,NA,0,NA
"20816",180201630502,11233,0,NA,0,NA
"20817",160203040306,11233,0,NA,0,NA
"20818",80402010801,11233,0,NA,0,NA
"20819",31800041002,11233,0,NA,0,NA
"20820",110800030407,11233,0,NA,0,NA
"20821",80903010302,11234,0,NA,0,NA
"20822",51100010903,11234,0,NA,0,NA
"20823",41201030203,11234,0,NA,0,NA
"20824",51401041301,11235,0,NA,0,NA
"20825",50901010902,11235,0,NA,0,NA
"20826",180902021803,11235,0,NA,0,NA
"20827",20501040703,11235,0,NA,0,NA
"20828",150200020603,11236,0,NA,0,NA
"20829",51201010402,11236,0,NA,0,NA
"20830",51201081102,11236,0,NA,0,NA
"20831",51201120201,11237,0,NA,0,NA
"20832",101900120401,11237,0,NA,0,NA
"20833",140100010306,11237,0,NA,0,NA
"20834",41402020801,11237,0,NA,0,NA
"20835",71100010304,11238,0,NA,0,NA
"20836",101102040205,11238,0,NA,0,NA
"20837",40500070305,11238,0,NA,0,NA
"20838",51201120705,11238,0,NA,0,NA
"20839",50302020204,11238,0,NA,0,NA
"20840",170501020208,11239,0,NA,0,NA
"20841",170200060502,11239,0,NA,0,NA
"20842",130301010407,11240,0,NA,0,NA
"20843",140100050905,11241,0,NA,0,NA
"20844",101500030504,11241,0,NA,0,NA
"20845",140200040501,11241,0,NA,0,NA
"20846",140600050303,11241,0,NA,0,NA
"20847",70200080406,11242,0,NA,0,NA
"20848",101900040303,11242,0,NA,0,NA
"20849",70400080103,11242,0,NA,0,NA
"20850",70400010403,11243,0,NA,0,NA
"20851",31601060304,11243,0,NA,0,NA
"20852",100302031904,11244,0,NA,0,NA
"20853",30701021303,11244,0,NA,0,NA
"20854",40101010804,11244,0,NA,0,NA
"20855",110200101805,11244,0,NA,0,NA
"20856",170102090702,11245,0,NA,0,NA
"20857",140100030604,11245,0,NA,0,NA
"20858",130800030306,11245,0,NA,0,NA
"20859",110800070401,11245,0,NA,0,NA
"20860",41000040105,11245,0,NA,0,NA
"20861",10100030103,11246,0,NA,0,NA
"20862",41000050202,11246,0,NA,0,NA
"20863",120200051003,11246,0,NA,0,NA
"20864",20501030204,11247,0,NA,0,NA
"20865",130600011301,11248,0,NA,0,NA
"20866",70101040901,11248,0,NA,0,NA
"20867",101600111803,11249,0,NA,0,NA
"20868",101900050708,11250,0,NA,0,NA
"20869",110200030202,11250,0,NA,0,NA
"20870",180901030204,11250,0,NA,0,NA
"20871",110500020402,11251,0,NA,0,NA
"20872",170501090501,11251,0,NA,0,NA
"20873",90100080607,11252,0,NA,0,NA
"20874",60300021201,11252,0,NA,0,NA
"20875",101401011210,11253,0,NA,0,NA
"20876",102400060305,11253,0,NA,0,NA
"20877",70200040501,11253,0,NA,0,NA
"20878",140500010901,11253,0,NA,0,NA
"20879",150100030308,11254,0,NA,0,NA
"20880",130301030501,11255,0,NA,0,NA
"20881",70600030101,11255,0,NA,0,NA
"20882",50902011207,11256,0,NA,0,NA
"20883",31300130201,11256,0,NA,0,NA
"20884",50302040403,11256,0,NA,0,NA
"20885",120702010209,11256,0,NA,0,NA
"20886",20502060102,11257,0,NA,0,NA
"20887",50100051002,11257,0,NA,0,NA
"20888",120200050806,11257,0,NA,0,NA
"20889",150803010306,11258,0,NA,0,NA
"20890",30300040611,11258,0,NA,0,NA
"20891",10600010103,11258,0,NA,0,NA
"20892",130301020203,11259,0,NA,0,NA
"20893",130202070606,11260,0,NA,0,NA
"20894",170601080105,11260,0,NA,0,NA
"20895",100401041201,11260,0,NA,0,NA
"20896",90300090305,11260,0,NA,0,NA
"20897",110901030404,11260,0,NA,0,NA
"20898",70102070103,11261,0,NA,0,NA
"20899",140100050703,11261,0,NA,0,NA
"20900",51202010406,11262,0,NA,0,NA
"20901",50600020903,11262,0,NA,0,NA
"20902",160102010602,11262,0,NA,0,NA
"20903",160102040202,11263,0,NA,0,NA
"20904",50100060401,11263,0,NA,0,NA
"20905",71200010602,11264,0,NA,0,NA
"20906",180902030805,11264,0,NA,0,NA
"20907",80401020304,11264,0,NA,0,NA
"20908",70700050201,11265,0,NA,0,NA
"20909",31700020504,11265,0,NA,0,NA
"20910",130201010709,11265,0,NA,0,NA
"20911",51201080401,11265,0,NA,0,NA
"20912",51402030401,11265,0,NA,0,NA
"20913",20501050508,11266,0,NA,0,NA
"20914",41201020104,11266,0,NA,0,NA
"20915",150200080511,11266,0,NA,0,NA
"20916",150803010408,11267,0,NA,0,NA
"20917",50301060206,11267,0,NA,0,NA
"20918",40601040302,11267,0,NA,0,NA
"20919",140100051405,11267,0,NA,0,NA
"20920",70700051704,11268,0,NA,0,NA
"20921",180902062106,11268,0,NA,0,NA
"20922",150200160404,11268,0,NA,0,NA
"20923",101900070801,11268,0,NA,0,NA
"20924",181001005407,11269,0,NA,0,NA
"20925",51202010501,11269,0,NA,0,NA
"20926",71402040103,11269,0,NA,0,NA
"20927",70801070306,11269,0,NA,0,NA
"20928",100302050303,11270,0,NA,0,NA
"20929",160102020601,11271,0,NA,0,NA
"20930",51201060201,11271,0,NA,0,NA
"20931",70200100501,11272,0,NA,0,NA
"20932",140300030110,11272,0,NA,0,NA
"20933",150100090105,11272,0,NA,0,NA
"20934",111401050203,11273,0,NA,0,NA
"20935",101000050702,11273,0,NA,0,NA
"20936",160300060705,11273,0,NA,0,NA
"20937",180500010101,11274,0,NA,0,NA
"20938",70700010905,11275,0,NA,0,NA
"20939",70802060503,11276,0,NA,0,NA
"20940",101101013005,11277,0,NA,0,NA
"20941",31300040502,11277,0,NA,0,NA
"20942",160300040302,11277,0,NA,0,NA
"20943",51201080103,11277,0,NA,0,NA
"20944",100301030903,11278,0,NA,0,NA
"20945",170701060103,11279,0,NA,0,NA
"20946",51100060301,11279,0,NA,0,NA
"20947",50800010301,11279,0,NA,0,NA
"20948",70900031005,11280,0,NA,0,NA
"20949",90203090210,11280,0,NA,0,NA
"20950",30601060902,11280,0,NA,0,NA
"20951",110800080203,11280,0,NA,0,NA
"20952",40700010202,11281,0,NA,0,NA
"20953",140100051307,11281,0,NA,0,NA
"20954",20502010711,11281,0,NA,0,NA
"20955",51002051002,11282,0,NA,0,NA
"20956",110800040502,11282,0,NA,0,NA
"20957",50600021304,11282,0,NA,0,NA
"20958",170402020605,11283,0,NA,0,NA
"20959",102801031504,11283,0,NA,0,NA
"20960",50301010609,11284,0,NA,0,NA
"20961",20503060501,11284,0,NA,0,NA
"20962",51202090405,11285,0,NA,0,NA
"20963",101000030205,11285,0,NA,0,NA
"20964",10802070103,11286,0,NA,0,NA
"20965",70802020402,11287,0,NA,0,NA
"20966",20503050604,11287,0,NA,0,NA
"20967",51201040704,11287,0,NA,0,NA
"20968",110500021004,11287,0,NA,0,NA
"20969",40500040406,11287,0,NA,0,NA
"20970",70801070804,11287,0,NA,0,NA
"20971",150100030206,11288,0,NA,0,NA
"20972",10500010401,11288,0,NA,0,NA
"20973",71402030601,11288,0,NA,0,NA
"20974",140700010905,11289,0,NA,0,NA
"20975",71000030804,11289,0,NA,0,NA
"20976",170402140204,11289,0,NA,0,NA
"20977",102100050307,11289,0,NA,0,NA
"20978",51202010202,11290,0,NA,0,NA
"20979",130100050404,11290,0,NA,0,NA
"20980",50400020802,11290,0,NA,0,NA
"20981",101900140302,11291,0,NA,0,NA
"20982",101303050706,11291,0,NA,0,NA
"20983",30402060101,11291,0,NA,0,NA
"20984",51201080802,11291,0,NA,0,NA
"20985",180201210601,11291,0,NA,0,NA
"20986",171003040202,11292,0,NA,0,NA
"20987",70400020303,11292,0,NA,0,NA
"20988",101102050606,11292,0,NA,0,NA
"20989",71000060306,11292,0,NA,0,NA
"20990",50902011003,11292,0,NA,0,NA
"20991",80703000208,11293,0,NA,0,NA
"20992",180902080302,11293,0,NA,0,NA
"20993",140300010403,11293,0,NA,0,NA
"20994",111301040209,11294,0,NA,0,NA
"20995",50302010904,11294,0,NA,0,NA
"20996",70500030201,11294,0,NA,0,NA
"20997",31300060204,11294,0,NA,0,NA
"20998",170102020803,11294,0,NA,0,NA
"20999",50100060305,11294,0,NA,0,NA
"21000",50200060304,11295,0,NA,0,NA
"21001",70400020402,11296,0,NA,0,NA
"21002",31800010401,11297,0,NA,0,NA
"21003",171100210201,11297,0,NA,0,NA
"21004",51202070103,11298,0,NA,0,NA
"21005",40103020303,11298,0,NA,0,NA
"21006",130500032401,11298,0,NA,0,NA
"21007",10700020105,11298,0,NA,0,NA
"21008",100302030704,11298,0,NA,0,NA
"21009",120903010602,11298,0,NA,0,NA
"21010",51201090902,11299,0,NA,0,NA
"21011",110100031105,11299,0,NA,0,NA
"21012",70600040705,11299,0,NA,0,NA
"21013",70400060302,11300,0,NA,0,NA
"21014",103002000403,11300,0,NA,0,NA
"21015",71401061015,11301,0,NA,0,NA
"21016",70801070206,11301,0,NA,0,NA
"21017",101900110106,11301,0,NA,0,NA
"21018",41100030403,11301,0,NA,0,NA
"21019",101303061305,11301,0,NA,0,NA
"21020",31102060703,11302,0,NA,0,NA
"21021",31403010103,11302,0,NA,0,NA
"21022",160501020102,11302,0,NA,0,NA
"21023",140600050304,11302,0,NA,0,NA
"21024",40102010304,11303,0,NA,0,NA
"21025",111401010301,11304,0,NA,0,NA
"21026",70600060702,11305,0,NA,0,NA
"21027",170501040705,11305,0,NA,0,NA
"21028",170103040804,11306,0,NA,0,NA
"21029",30601090102,11306,0,NA,0,NA
"21030",170402110404,11306,0,NA,0,NA
"21031",160501040203,11306,0,NA,0,NA
"21032",100800010106,11306,0,NA,0,NA
"21033",71200020504,11307,0,NA,0,NA
"21034",170702010303,11307,0,NA,0,NA
"21035",40801010301,11307,0,NA,0,NA
"21036",110901050704,11307,0,NA,0,NA
"21037",41402020703,11308,0,NA,0,NA
"21038",180300070101,11308,0,NA,0,NA
"21039",170800030303,11308,0,NA,0,NA
"21040",180102041102,11309,0,NA,0,NA
"21041",60102050902,11309,0,NA,0,NA
"21042",40700030205,11309,0,NA,0,NA
"21043",170800050101,11309,0,NA,0,NA
"21044",101101012809,11309,0,NA,0,NA
"21045",71200060702,11310,0,NA,0,NA
"21046",70300020307,11311,0,NA,0,NA
"21047",101000010702,11311,0,NA,0,NA
"21048",180300020501,11311,0,NA,0,NA
"21049",150301010708,11311,0,NA,0,NA
"21050",20501050608,11312,0,NA,0,NA
"21051",20501030406,11312,0,NA,0,NA
"21052",40201010106,11312,0,NA,0,NA
"21053",180201580104,11312,0,NA,0,NA
"21054",101500010301,11313,0,NA,0,NA
"21055",101102040304,11314,0,NA,0,NA
"21056",41000030503,11314,0,NA,0,NA
"21057",160600100501,11314,0,NA,0,NA
"21058",41402030202,11314,0,NA,0,NA
"21059",71200060603,11315,0,NA,0,NA
"21060",100901021308,11316,0,NA,0,NA
"21061",10100020202,11316,0,NA,0,NA
"21062",160203080402,11316,0,NA,0,NA
"21063",130201011106,11317,0,NA,0,NA
"21064",140700070704,11317,0,NA,0,NA
"21065",70200050202,11317,0,NA,0,NA
"21066",140600030701,11318,0,NA,0,NA
"21067",31300051603,11318,0,NA,0,NA
"21068",30201030107,11318,0,NA,0,NA
"21069",102801011506,11318,0,NA,0,NA
"21070",51201010903,11319,0,NA,0,NA
"21071",51201060802,11319,0,NA,0,NA
"21072",50200050101,11319,0,NA,0,NA
"21073",70500040304,11319,0,NA,0,NA
"21074",170900030402,11319,0,NA,0,NA
"21075",150100020905,11320,0,NA,0,NA
"21076",140100051106,11320,0,NA,0,NA
"21077",150702020102,11320,0,NA,0,NA
"21078",170501110201,11321,0,NA,0,NA
"21079",51202010802,11321,0,NA,0,NA
"21080",10200040104,11322,0,NA,0,NA
"21081",130100011003,11322,0,NA,0,NA
"21082",20503050405,11323,0,NA,0,NA
"21083",51202020904,11323,0,NA,0,NA
"21084",90300011104,11323,0,NA,0,NA
"21085",170501200601,11324,0,NA,0,NA
"21086",41000020301,11324,0,NA,0,NA
"21087",31401020604,11324,0,NA,0,NA
"21088",111101050701,11325,0,NA,0,NA
"21089",40900040503,11325,0,NA,0,NA
"21090",180102040101,11325,0,NA,0,NA
"21091",50400050501,11325,0,NA,0,NA
"21092",70801070703,11325,0,NA,0,NA
"21093",71000070102,11325,0,NA,0,NA
"21094",100302032003,11326,0,NA,0,NA
"21095",10700030107,11327,0,NA,0,NA
"21096",170602030503,11327,0,NA,0,NA
"21097",30203010106,11328,0,NA,0,NA
"21098",150200160102,11329,0,NA,0,NA
"21099",30502070604,11329,0,NA,0,NA
"21100",90203020605,11329,0,NA,0,NA
"21101",80402010603,11329,0,NA,0,NA
"21102",170402070602,11330,0,NA,0,NA
"21103",120200030206,11330,0,NA,0,NA
"21104",110500020406,11331,0,NA,0,NA
"21105",70101030404,11331,0,NA,0,NA
"21106",51202010105,11331,0,NA,0,NA
"21107",130100010302,11331,0,NA,0,NA
"21108",140600031204,11331,0,NA,0,NA
"21109",102802030303,11332,0,NA,0,NA
"21110",140600070902,11332,0,NA,0,NA
"21111",150502030101,11333,0,NA,0,NA
"21112",31300070804,11333,0,NA,0,NA
"21113",140802041201,11333,0,NA,0,NA
"21114",160401010104,11334,0,NA,0,NA
"21115",170602010201,11334,0,NA,0,NA
"21116",170602060203,11334,0,NA,0,NA
"21117",10100020706,11335,0,NA,0,NA
"21118",50400030908,11335,0,NA,0,NA
"21119",140700061005,11335,0,NA,0,NA
"21120",120100050704,11335,0,NA,0,NA
"21121",70300030101,11335,0,NA,0,NA
"21122",140600010603,11336,0,NA,0,NA
"21123",170602061005,11337,0,NA,0,NA
"21124",140300020406,11337,0,NA,0,NA
"21125",160203030210,11337,0,NA,0,NA
"21126",51201130708,11338,0,NA,0,NA
"21127",41000040502,11338,0,NA,0,NA
"21128",50400020606,11338,0,NA,0,NA
"21129",180600050303,11339,0,NA,0,NA
"21130",170602050102,11339,0,NA,0,NA
"21131",130302021608,11339,0,NA,0,NA
"21132",180902021605,11339,0,NA,0,NA
"21133",10700061204,11340,0,NA,0,NA
"21134",101302030606,11340,0,NA,0,NA
"21135",20200020301,11340,0,NA,0,NA
"21136",20502030406,11340,0,NA,0,NA
"21137",100902100108,11341,0,NA,0,NA
"21138",170501220106,11341,0,NA,0,NA
"21139",51402020104,11341,0,NA,0,NA
"21140",50600021102,11341,0,NA,0,NA
"21141",60200020502,11342,0,NA,0,NA
"21142",51201040402,11342,0,NA,0,NA
"21143",180902040802,11343,0,NA,0,NA
"21144",101401010102,11343,0,NA,0,NA
"21145",70200100104,11343,0,NA,0,NA
"21146",130600070401,11343,0,NA,0,NA
"21147",170501220902,11344,0,NA,0,NA
"21148",70101010801,11347,0,NA,0,NA
"21149",140200040101,11348,0,NA,0,NA
"21150",31300060803,11349,0,NA,0,NA
"21151",11000010702,11349,0,NA,0,NA
"21152",10700060904,11349,0,NA,0,NA
"21153",180400110306,11350,0,NA,0,NA
"21154",41100020101,11350,0,NA,0,NA
"21155",110200030106,11352,0,NA,0,NA
"21156",170102090401,11352,0,NA,0,NA
"21157",103001020801,11352,0,NA,0,NA
"21158",160503020107,11352,0,NA,0,NA
"21159",171003100404,11353,0,NA,0,NA
"21160",71402020807,11353,0,NA,0,NA
"21161",170101010603,11353,0,NA,0,NA
"21162",70101020406,11353,0,NA,0,NA
"21163",50200060106,11353,0,NA,0,NA
"21164",51201150209,11354,0,NA,0,NA
"21165",60400011005,11354,0,NA,0,NA
"21166",70802020703,11354,0,NA,0,NA
"21167",20801030502,11355,0,NA,0,NA
"21168",140401060501,11355,0,NA,0,NA
"21169",101201120805,11356,0,NA,0,NA
"21170",170101010305,11357,0,NA,0,NA
"21171",170402130702,11357,0,NA,0,NA
"21172",10100020306,11358,0,NA,0,NA
"21173",70101040303,11358,0,NA,0,NA
"21174",170501220105,11358,0,NA,0,NA
"21175",102001020303,11359,0,NA,0,NA
"21176",50800010401,11360,0,NA,0,NA
"21177",50302020401,11361,0,NA,0,NA
"21178",51402010803,11361,0,NA,0,NA
"21179",71401060807,11361,0,NA,0,NA
"21180",160501020103,11361,0,NA,0,NA
"21181",120901030902,11361,0,NA,0,NA
"21182",140700050204,11361,0,NA,0,NA
"21183",40302020102,11362,0,NA,0,NA
"21184",41000040606,11363,0,NA,0,NA
"21185",30402010604,11363,0,NA,0,NA
"21186",171003050108,11364,0,NA,0,NA
"21187",90201030204,11365,0,NA,0,NA
"21188",130600010901,11365,0,NA,0,NA
"21189",150200110506,11365,0,NA,0,NA
"21190",80401010306,11365,0,NA,0,NA
"21191",160402030201,11365,0,NA,0,NA
"21192",180400091204,11365,0,NA,0,NA
"21193",170501240701,11365,0,NA,0,NA
"21194",20600030901,11365,0,NA,0,NA
"21195",102600100205,11366,0,NA,0,NA
"21196",20200050301,11366,0,NA,0,NA
"21197",71000090604,11368,0,NA,0,NA
"21198",102901050202,11368,0,NA,0,NA
"21199",150301040302,11369,0,NA,0,NA
"21200",30402031004,11369,0,NA,0,NA
"21201",71200011309,11370,0,NA,0,NA
"21202",170800020502,11370,0,NA,0,NA
"21203",80602060104,11370,0,NA,0,NA
"21204",71402020701,11370,0,NA,0,NA
"21205",181001004203,11370,0,NA,0,NA
"21206",150100130706,11371,0,NA,0,NA
"21207",121101110404,11371,0,NA,0,NA
"21208",70600050101,11372,0,NA,0,NA
"21209",10500020702,11372,0,NA,0,NA
"21210",71100080306,11372,0,NA,0,NA
"21211",71200070110,11373,0,NA,0,NA
"21212",71200060302,11373,0,NA,0,NA
"21213",101303030302,11373,0,NA,0,NA
"21214",20503030503,11374,0,NA,0,NA
"21215",140300030404,11374,0,NA,0,NA
"21216",20503051009,11375,0,NA,0,NA
"21217",111402080104,11375,0,NA,0,NA
"21218",160203080408,11375,0,NA,0,NA
"21219",30702010102,11375,0,NA,0,NA
"21220",150701010308,11375,0,NA,0,NA
"21221",80602020905,11376,0,NA,0,NA
"21222",140600030901,11377,0,NA,0,NA
"21223",120601010502,11377,0,NA,0,NA
"21224",110200060901,11377,0,NA,0,NA
"21225",101900060402,11377,0,NA,0,NA
"21226",101101011004,11378,0,NA,0,NA
"21227",170602031004,11378,0,NA,0,NA
"21228",31501040404,11378,0,NA,0,NA
"21229",120100040604,11379,0,NA,0,NA
"21230",51201050506,11380,0,NA,0,NA
"21231",110100030108,11380,0,NA,0,NA
"21232",101201110202,11381,0,NA,0,NA
"21233",170501120405,11381,0,NA,0,NA
